"title","abstract","link","pdf","date","subject","authors","bibtex","id","pdf_name","extraction_date","node"
"Anti-Diabetic and Antiresorptive Pharmacotherapies for Prevention and Treatment of Type 2 Diabetes-Induced Bone Disease: Protocol for a Two-Part Systematic Review and Network Meta-Analysis","Introduction
Glucocorticoid (GC) administration is an effective therapy commonly used in the treatment of autoimmune and inflammatory diseases. However, the use of GC can give rise to serious complications. The main detrimental side effect of GC therapy is significant bone loss, resulting in glucocorticoid-induced osteoporosis (GIOP).

There are a variety of treatments available for preventing and managing GIOP; however, without clearly defined guidelines, it can be very difficult for physicians to choose the optimal therapy for their patients. Previous network meta-analyses (NMAs) and meta-analyses did not include all available RCT trials, or only performed pairwise comparisons. We present a protocol for a NMA that incorporates all available RCT patient data to provide the most comprehensive ranking of all available GIOP treatments in terms of their ability to increase bone mineral density (BMD) and decrease fracture incidences among adult patients undergoing GC treatments.

Methods and Analysis
We will search MEDLINE, EMBASE, PubMed, Web of Science, CINAHL, CENTRAL and Chinese literature sources (CNKI, CQVIP, Wanfang Data, Wanfang Med Online) for randomized controlled trials (RCTs) which fit our criteria. RCTs that evaluate different antiresorptive regimens taken by adult patients undergoing GC therapy during the study or had taken GC for at least 3 months in the year prior to study commencement with lumbar spine BMD, femoral neck BMD, total hip BMD, vertebral fracture incidences and/or non-vertebral fracture incidences as outcomes will be selected. 

We will perform title/abstract and full-text screening as well as data extraction in duplicate. Risk of bias (ROB) will be evaluated in duplicate for each study, and the quality of evidence will be examined using CINeMA in accordance to the GRADE framework. We will use R and gemtc to perform the NMA. We will report BMD results as weighted mean differences (WMDs) and standardized mean differences (SMDs), and we will report fracture incidences as odds ratios. We will use the surface under the cumulative ranking curve (SUCRA) scores to provide numerical estimations of the rankings of interventions.

Ethics and Dissemination
The study will not require ethical approval. The findings of the NMA will be disseminated in a peer-reviewed journal and presented at conferences. We aim to produce the most comprehensive quantitative analysis regarding the management of GIOP. Our analysis should be able to provide physicians and patients with an up-to-date recommendation for pharmacotherapies in reducing incidences of bone loss and fractures associated with GIOP.

Systematic Review Registration
International Prospective Register for Systematic Reviews (PROSPERO): CRD42019127073","/content/10.1101/19007849v1?versioned=TRUE","/content/10.1101/19007849v1.full.pdf","2019-11-02","Endocrinology (including Diabetes Mellitus and Metabolic Disease)
","Deng","/highwire/citation/69819/bibtext",141,"211119-141","21/11/2019","69819"
"Disruptive Mood Dysregulation Disorder: symptomatic and syndromic thresholds and diagnostic operationalization","Objective: The aim of this study is to identify the most appropriate threshold for Disruptive Mood Dysregulation Disorder (DMDD) diagnosis and the impact of potential changes in diagnostic rules on prevalence levels in the community. 
Methods: Trained psychologists evaluated 3,562 pre-adolescents/early adolescents from the 2004 Pelotas Birth Cohort with the Development and Well-Being Behavior Assessment (DAWBA). The clinical threshold was assessed in three stages: symptomatic, syndromic and clinical operationalization. The symptomatic threshold identified the response category in each DAWBA item which separates normative misbehavior from a clinical indicator. The syndromic threshold identified the number of irritable mood and outbursts needed to capture pre-adolescents/early adolescents with high symptom levels. Clinical operationalization compared the impact of AND/OR rules for combining irritable mood and outbursts on impairment and levels of psychopathology. 
Results: At the symptomatic threshold, most irritable mood items were normative in their lowest response categories and clinically significant in their highest response categories. For outbursts some indicated a symptom even when present at only a mild level, while others did not indicate symptoms at any level. At the syndromic level, a combination of 2 out of 7 irritable mood and 3 out of 8 outburst indicators accurately captured a cluster of individuals with high level of symptoms. Analysis combining irritable mood and outbursts delineated non-overlapping aspects of DMDD, providing support for the OR rule in clinical operationalization. The best DMDD criteria resulted in a prevalence of 3%. 
Conclusions: Results provide information for initiatives aiming to provide data-driven and clinically-oriented operationalized criteria for DMDD.","/content/10.1101/19002436v3?versioned=TRUE","/content/10.1101/19002436v3.full.pdf","2019-10-29","Psychiatry and Clinical Psychology
","Laporte","/highwire/citation/69816/bibtext",142,"211119-142","21/11/2019","69816"
"Family history and polygenic risk of cardiovascular disease: independent factors associated with secondary cardiovascular manifestations in patients undergoing carotid endarterectomy","Background
Family history (FHx) of cardiovascular disease (CVD) is a risk factor for CVD and a proxy for cardiovascular heritability. Polygenic risk scores (PRS) summarizing >1 million variants for coronary artery disease (CAD) are associated with incident and recurrent CAD events. However, little is known about the influence of FHx or PRS on secondary cardiovascular events (sCVE) in patients undergoing carotid endarterectomy (CEA).

Methods
We included 1,788 CEA patients from the Athero-Express Biobank. A weighted PRS for CAD including 1.7 million variants was calculated (MetaGRS). The composite endpoint of sCVE during three years follow-up included coronary, cerebrovascular and peripheral events and cardiovascular death. We assessed the impact of FHx and MetaGRS on sCVE and carotid plaque composition. 

Results
Positive FHx was associated with a higher 3-year risk of sCVE independent of cardiovascular risk factors and MetaGRS (adjusted HR 1.40, 95%CI 1.07-1.82, p=0.013). Patients in the highest MetaGRS quintile had a higher 3-year risk of sCVE compared to the rest of the cohort independent of cardiovascular risk factors including FHx (adjusted HR 1.35, 95%CI 1.01-1.79, p=0.043), and their atherosclerotic plaques contained more fat (adjusted OR 1.59, 95%CI, 1.11-2.29, p=0.013) and more macrophages (OR 1.49, 95%CI 1.12-1.99, p=0.006).

Conclusion
In CEA patients, both positive FHx and higher MetaGRS were independently associated with increased risk of sCVE. Moreover, higher MetaGRS was associated with vulnerable plaque characteristics. Future studies should unravel underlying mechanisms and focus on the added value of PRS and FHx in individual risk prediction for sCVE.","/content/10.1101/19006718v2?versioned=TRUE","/content/10.1101/19006718v2.full.pdf","2019-10-29","Genetic and Genomic Medicine
","Timmerman","/highwire/citation/69810/bibtext",143,"211119-143","21/11/2019","69810"
"A target product profile for electronic clinical decision support algorithms combined with point-of-care diagnostic test results to support evidence-based decisions during patient consultations by health workers","Health workers in low-resource settings often lack the support and tools to follow evidence-based clinical recommendations for diagnosing, treating and managing sick patients. Digital technologies, by combining patient health information and point of care diagnostics with evidence-based clinical protocols, can help improve the quality of care, the rational use of resources (humans, diagnostics and medicines) and save patient lives. The development of a target product profile for electronic clinical decision support algorithms (CDSAs) aimed at guiding preventive or curative consultations, and that integrate diagnostic test results will help align developer and implementer processes and specifications with the needs of end-users, in terms of quality, safety, performance and operational functionality. To identify characteristics for a CDSA, experts from academia, research institutions, and industry as well as policy makers with expertise in diagnostic and CDSA development, and implementation in LMICs were convened. Experts discussed the critical characteristics of a draft TPP which was revised and finalised through a Delphi process to facilitate consensus building. Experts were in overwhelming agreement that, given that CDSAs provide patients' management recommendations, the underlying clinical algorithms should be available in human readable format and evidence-based. Whenever possible, the algorithm output should take into account pre-test disease probabilities, diagnostic likelihood ratios of clinical or laboratory predictors and disease probability thresholds to test and to treat.  Validation processes should at a minimum ensure the CDSA are implementing faithfully the evidence-based algorithm they are based on (internal validation through clinical association and analytical validation). Additionally, clinical validation, bringing practice evidence about the impact of the CDSA use on health outcomes, was recognized as a good to have. The CDSAs should be designed to fit within clinic workflows, connectivity challenges and high volume settings. Data collected through the tool should conform to local patient privacy regulations and international data standards.","/content/10.1101/19008433v2?versioned=TRUE","/content/10.1101/19008433v2.full.pdf","2019-10-29","Public and Global Health
","Pell̩","/highwire/citation/69807/bibtext",144,"211119-144","21/11/2019","69807"
"AN OPEN-SOURCE DATASET OF ANTI-VEGF THERAPY IN DIABETIC MACULAR OEDEMA PATIENTS OVER FOUR YEARS & THEIR VISUAL OUTCOMES","PURPOSE: To evaluate visual acuity (VA) outcomes of intravitreal anti-vascular endothelial growth factor (VEGF) in diabetic macular oedema (DMO).
METHODS: In this retrospective cohort study, electronic medical records for all patients undergoing intravitreal injections (IVI) in a tertiary referral centre between March 2013 and October 2018 were analysed. Treatment response in terms of visual acuity outcomes were reported for all eyes over a 4-year observation period.
RESULTS: Our cohort includes 2616 DMO eyes of 1965 patients over 48 months. Cox proportional hazards modelling identified injection number (hazard ratio [HR] = 1.18), male gender (HR = 1.13), and baseline VA (HR = 1.09) as independent predictors to reach a favorable visual outcome of more than 70 Early Treatment Diabetic Retinopathy Study (ETDRS) letters. Half of our cohort reached 70 letters 1.9 months after starting anti-VEGF therapy. Of those that reached 70 letters, 50% fell below 70 by 14.7 months.
CONCLUSION: To date, this is the largest single center cohort study and over the longest observation period reporting on real-life outcomes of anti-VEGF in DMO. We have made an anonymised version of our dataset available on an open-source data repository as a resource for all clinical researchers globally.","/content/10.1101/19009332v2?versioned=TRUE","/content/10.1101/19009332v2.full.pdf","2019-10-29","Ophthalmology
","Kern","/highwire/citation/69800/bibtext",145,"211119-145","21/11/2019","69800"
"Prediction of Suicidal Ideation in the Canadian Community Health Survey - Mental Health Component Using Deep Learning","Introduction: Suicidal ideation (SI) is prevalent in the general population, and is a prominent risk factor for suicide. However, predicting which patients are likely to have SI remains a challenge. Deep Learning (DL) may be a useful tool in this context, as it can be used to find patterns in complex, heterogeneous, and incomplete psychiatric datasets. An automated screening system for SI could help prompt clinicians to be more attentive to patients at risk for suicide.
Methods: Using the Canadian Community Health Survey - Mental Health Component, we trained a DL model based on 23,859 survey responses to predict lifetime SI on an individual patient basis. Models were created to predict both lifetime and last 12 month SI. We reduced 582 possible model parameters captured by the survey to 96 and 21 feature versions of the models. Models were trained using an undersampling procedure that balanced the training set between SI and non-SI respondents; validation was done on held-out data.  
Results: AUC was used as the main model metric. For lifetime SI, the 96 feature model had an AUC of 0.79 and the 21 feature model had an AUC of 0.75. For SI in the last 12 months the 96 feature model had an AUC of 0.76 and the 21 feature model had an AUC of 0.69. DL outperformed random forest classifiers.
Discussion: Although requiring further study to ensure clinical relevance and sample generalizability, this study is a proof-of-concept for the use of DL to improve prediction of SI. This kind of model would help start conversations with patients which could lead to improved care and, it is hoped, a reduction in suicidal behavior.","/content/10.1101/19010413v1?versioned=TRUE","/content/10.1101/19010413v1.full.pdf","2019-10-29","Psychiatry and Clinical Psychology
","Desai","/highwire/citation/69799/bibtext",146,"211119-146","21/11/2019","69799"
"Lower limb muscle activity underlying temporal gait asymmetry post-stroke","Objective: Asymmetric walking after stroke is common, detrimental, and difficult to treat, but current knowledge of underlying physiological mechanisms is limited. This study investigated electromyographic (EMG) features of temporal gait asymmetry (TGA).
Methods: Participants post-stroke with or without TGA and control adults (n=27, 8, and 9, respectively) performed self-paced overground gait trials. EMG, force plate, and motion capture data were collected. Lower limb muscle activity was compared across groups and sides (more/less affected). Correlation between burst timing variables and asymmetry ratios was examined.
Results: Significant group by side interaction effects were found: fewer TGA group dorsiflexor bursts during swing (p=.0009), more affected plantarflexor stance activity ended early (p=.0006) and less affected dorsiflexor on/off time was delayed (p<.01) in persons with asymmetry compared to symmetric and normative controls. Less affected side EMG timing correlated most with swing time ratio (r=0.68-0.90, p<.001).
Conclusions: Temporal patterns of muscular activation, particularly about the ankle around the stance-to-swing transition period, are associated with TGA. The results may reflect specific impairments or compensations that affect locomotor coordination.
Significance: Neuromuscular underpinnings of spatiotemporal asymmetry have not been previously characterized. These novel findings may inform targeted therapeutic strategies to improve gait quality after stroke.","/content/10.1101/19010421v1?versioned=TRUE","/content/10.1101/19010421v1.full.pdf","2019-10-29","Rehabilitation Medicine and Physical Therapy
","Rozanski","/highwire/citation/69798/bibtext",147,"211119-147","21/11/2019","69798"
"Establishing Cutoffs for Streptococcal Antibody Titers in Uganda: Implications for Rheumatic Fever Diagnosis","Background
Central to rheumatic fever (RF) diagnosis is evidence of streptococcal exposure, specifically antistreptolysin O (ASO) and antideoxyribonuclease B (ADB) antibodies. It is unknown if these antibody titers should be adjusted to the background exposure rates of GAS or if published standards should be used. Here, we establish the normal values of ASO and ADB in Uganda and examine RF case detection using published vs. population-specific thresholds.

Methods
Participants (age 0-50 years) were recruited. ASO was measured in-country by nephelometric technique. ADB samples were sent to Australia (PathWest) for ADB determination by enzyme inhibition assay, andthe 80% upper limit values by age were established. The published standard values for ASO (200IU/ml) and ADB (375IU/ml) were compared to the Ugandan 80% upper limit of normal values (ULN) for RF case detection in children 5-15 years.

Findings
Of the 428 participants, 16 were excluded from analysis (9 sore throat, 1 skin sores, 5 fever, 4 echocardiograms showing occult RHD), and 183 of the remaining were children 5-15 years. The median ASO titer in this age group was 220 IU/ml, with the 80th percentile value of 389 IU/ml. The median ADB titer in this age group was 375 IU/ml, with the 80th percentile value of 568 IU/ml. Application of new Ugandan cutoffs to 528 children enrolled in our prospective RF study, reduced the number of definite RF cases to 120/528 (22-7%), as compared to 173/528 (32-8%) using published normal values. 

Interpretation
The 80th percentile ULN for ASO and ADB are higher in Uganda than in other countries. Applying these higher values to RF diagnosis in Uganda results in higher diagnostic specificity, but some unknown loss in sensitivity. Implications of over-diagnosis and missed cases will be explored through a longitudinal follow-up study of children in the RF research program.

Funding
This work was supported by American Heart Association Grant #17SFRN33670607 / Andrea Beaton / 2017 and DELTAS Africa Initiative.","/content/10.1101/19010447v1?versioned=TRUE","/content/10.1101/19010447v1.full.pdf","2019-10-29","Cardiovascular Medicine
","Okello","/highwire/citation/69797/bibtext",148,"211119-148","21/11/2019","69797"
"From frail to fit after allogeneic hematopoietic cell transplantation: Scope of the problem and a strength-based solution","Background:  Frailty is a common but underdiagnosed syndrome among long-term survivors of allogeneic hematopoietic cell transplantation (HCT).  Conditions such as malnutrition, fatigue, and weakness may suggest frailty despite patients not receiving a formal diagnosis. Furthermore, the optimal interventions to overcome frailty in long-term survivors of allogeneic HCT is not yet established.

Patients and Methods: This study consists of a retrospective and prospective component.  First, we completed a retrospective review using diagnosis data from the electronic medical record to estimate the prevalence of components of frailty in 1077 recipients of allogeneic HCT through 5 years post-transplant.  Second, we developed a community-based pilot study of strength training for long-term survivors of allogeneic HCT that addressed several common barriers exercise engagement and adherence. Four allogeneic HCT recipients (2 males, 2 females) and 4 controls (2 males, 2 females) completed the strength training pilot study, consisting of a baseline assessment, 10 weeks of personalized and supervised strength programming at least once weekly as a group, and an end-of-study assessment to measure progress in strength, body composition, and a standardized measure of self-efficacy.

Results:  Despite a lack of a formal diagnosis, approximately 80% of HCT recipients in this series received a diagnosis of a component of frailty (weakness, fatigue, or malnutrition), and over 1/3 of HCT recipients had symptoms extending beyond 1 year.  Over the course of the strength training pilot study, both pre-frail/frail allogeneic HCT recipients and healthy controls doubled their total strength, lost body fat, and gained muscle mass. Self-efficacy improved from baseline in allogeneic HCT recipients after the strength training pilot program.

Discussion: Based upon the prevalence of frailty-related diagnoses among long-term survivors of HCT, a comprehensive mitigation strategy needs to be developed for this population. A community-based strength training program that includes a personalized component, a group setting, and caregiver/partner involvement appears feasible and overcomes several established barriers to exercise engagement and adherence.","/content/10.1101/19010397v1?versioned=TRUE","/content/10.1101/19010397v1.full.pdf","2019-10-29","Transplantation
","Sweetnam","/highwire/citation/69796/bibtext",149,"211119-149","21/11/2019","69796"
"DNA methylation biomarker in blood predicts frailty in an HIV-positive veteran population","Background: With the improved life expectancy in people living with HIV, predicting individual frailty is important for clinical care. DNA methylation (DNAm) has emerged as a robust biomarker in precision medicine and has been previously linked to aging and mortality in non-HIV populations. Here, we aim to establish a panel of DNAm features selected from blood methylome to predict frailty in HIV-positive men from a veteran population, Veterans Aging Cohort Study (VACS). 
Methods: We used a well-established score, VACS Index, as a measure of frailty. Samples (ntotal=1,150) were divided into a training set (n=612) and a validation set (n=538). We first selected a panel of frailty-associated CpGs by conducting an epigenome-wide association analysis on the VACS index in the training set. We then applied four machine learning methods to build models to predict high and low frailty individuals in the training set. The prediction models were tested in the validation set. A methylation score constructed from the selected CpGs was tested an associated with mortality by performing survival analysis. To assess the biological relevance of the selected CpG sites, we performed a gene ontology enrichment analysis. 
Results: A panel of 119 CpGs were identified from the training set (False Discovery Rate <0.2) that showed excellent performance on predicting high frailty individuals with Area Under Curve (AUC) of 0.835 (95%CI: 0.792, 0.879) and balanced accuracy of 0.693. The same panel showed good performance on predicting low frailty individuals with AUC of 0.735 (95%CI: 0.688-0.782) and a balanced accuracy of 0.528. The methylation score from the 119 CpGs was significantly associated with 5-year and 10-year mortality with hazard ratio of 1.40 (95% CI:1.033, 1.897 p=0.03) and 1.48 (95%CI: 1.10, 2.02; p=0.01) respectively. These 119 CpGs were located within or near 73 genes that were significantly enriched in 9 biological pathways relevant to immune and inflammation response.
Conclusions: We identified a panel of predictive DNAm features associated with frailty and mortality among HIV-positive population. These DNAm features may serve as biomarkers to discriminate high and low frailty people who live with HIV.","/content/10.1101/19010272v1?versioned=TRUE","/content/10.1101/19010272v1.full.pdf","2019-10-29","HIV/AIDS
","Shu","/highwire/citation/69789/bibtext",150,"211119-150","21/11/2019","69789"
"Cohort profile: The International epidemiology Databases to Evaluate AIDS (IeDEA) in sub-Saharan Africa, 2012-2019","Purpose: The objectives of the International epidemiology Databases to Evaluate AIDS (IeDEA) are to (i) evaluate the delivery of combination antiretroviral therapy (ART) in children, adolescents and adults in sub-Saharan Africa, (ii) to describe ART regimen effectiveness, durability and tolerability, (iii) to examine HIV-related comorbidities and co-infections, and (iv) to examine the pregnancy- and HIV-related outcomes of women on ART and their infants exposed to HIV or antiretroviral therapy in utero or via breastmilk.
Participants: IeDEA is organized in four regions (Central, East, Southern and West Africa), with 240 treatment and care sites, six data centres at African, European and US universities, and almost 1.4 million children, adolescents and adult people living with HIV (PLWHIV) enrolled.  
Findings to date: The data include socio-demographic characteristics, clinical outcomes, opportunistic events, treatment regimens, clinic visits and laboratory measurements. They have been used to analyse outcomes in people living with HIV-1 or HIV-2 who initiate ART, including determinants of mortality, of switching to second-line and third-line ART, drug resistance, loss to follow-up and the immunological and virological response to different ART regimens. Programme-level estimates of mortality have been corrected for loss to follow-up. We examined the impact of co-infection with hepatitis B and C, and the epidemiology of different cancers and of (multi-drug resistant) tuberculosis, renal disease and of mental illness. The adoption of 'Treat All', making ART available to all PLWHIV regardless of CD4+ cell count or clinical stage was another important research topic. 
Future plans: IeDEA has formulated several research priorities for the 'Treat All' era in sub-Saharan Africa. It recently obtained funding to set up sentinel sites where additional data are prospectively collected on cardiometabolic risks factors as well as mental health and liver diseases, and is planning to create a drug resistance database.","/content/10.1101/19010231v1?versioned=TRUE","/content/10.1101/19010231v1.full.pdf","2019-10-29","HIV/AIDS
","Chammartin","/highwire/citation/69788/bibtext",151,"211119-151","21/11/2019","69788"
"The Pan-Cancer Landscape of Prognostic Germline Variants in 10,582 Patients","While clinical data provides physicians with information about patient prognosis, genomic data can further improve these predictions. We analyzed sequencing data from over 10,000 cancer patients and identified hundreds of prognostic germline variants using multivariate Cox regression models. These variants provide information about patient outcomes beyond clinical information currently in use and may augment clinical decisions based on expected tumor aggressiveness. Molecularly, at least twelve of the germline variants are likely associated with patient outcome through perturbation of protein structure and at least five through association with gene expression differences. About half of these germline variants are in previously reported tumor suppressors or oncogenes, with the other half pointing to loci of previously unstudied genes in the literature that should be further investigated for roles in cancers. Our results suggest that germline variation contributes to tumor progression across most cancers and contains patient outcome information not captured by clinical factors.","/content/10.1101/19010264v1?versioned=TRUE","/content/10.1101/19010264v1.full.pdf","2019-10-29","Genetic and Genomic Medicine
","Chatrath","/highwire/citation/69785/bibtext",152,"211119-152","21/11/2019","69785"
"Isolating Effects of Medicare Code Slot Expansion on Longitudinal Risk Assessment","Background: The evaluation of trends in patient outcomes requires adjustment for the changes in case-mix over time and, thus, could be influenced by the expansion of code slots on inpatient claims that occurred in January 2011. We tested the hypothesis that the changes in code slots caused an artifactual increase in the case mix over time compared with a strategy that restricted inpatient codes to the same number of slots over time, excluding consideration of codes beyond the first 9 after the expansion.

Methods: In Medicare claims over a 5-year period spanning the inpatient code slot expansion (2008-2012), we created cohorts of hospitalizations for heart failure (HF), acute myocardial infarction (AMI) and pneumonia, common hospitalization conditions included in federal policies. We obtained information on risk factors for 30-day post-discharge mortality or readmission for each condition from inpatient facility Medicare claims, outpatient facility claims and professional (or carrier) claims. We evaluated the effects of additional codes captured from the expanded slots in inpatient claims on the number of risk factors or model covariates, overall and based on their contribution to the risk of mortality or readmission. We modelled the effects of code expansion on risk-assessment using an interrupted time series framework.
Results: There were 2,102,509 eligible hospitalizations for HF, 872,734 for AMI and 1,824,079 for pneumonia. The average number of risk factors increased across all covariate selection strategies. There was a larger increase in monthly average covariate count that included all codes at the time of the code slot increase relative to a strategy that consistently used only 9 inpatient codes (level change in interrupted time series model, 0.9% [95% CI 0.7% to 1.1%] in HF, 0.6% [0.5% to 0.7%] for AMI and 0.6% [0.4% to 0.8%] for pneumonia). Using both inpatient and outpatient/carrier codes for assessing risk factors, there was a smaller difference between strategies using 9 inpatient codes, compared with all inpatient claims (relative excess increase in covariates by 0.6% [0.4% to 0.8%] in HF, 0.4% [0.3% to 0.5%] for AMI, and 0.3% [0.1% to 0.6%] in pneumonia). However, the additional codes were limited to covariates with small contributions to the risk-adjustment models for mortality, without a significant inflection in measured risk of mortality across code expansion (P>0.05 in interrupted time-series models). Measured readmission risk increased with using only inpatient claims for risk assessment, but not if all outpatient and carrier claims were also used (P>0.05 in interrupted time-series models).
Conclusions: The expansion of inpatient code slots did not meaningfully affect the measurement of the risk of mortality or readmission, especially if comprehensive inpatient and outpatient claims are used, because the additional covariates only included conditions with a modest influence on risk adjusted models. The use of all versus limited codes after the code slot expansion has a minimal effect on evaluating trends in these conditions.","/content/10.1101/19010074v1?versioned=TRUE","/content/10.1101/19010074v1.full.pdf","2019-10-29","Health Policy
","Khera","/highwire/citation/69781/bibtext",153,"211119-153","21/11/2019","69781"
"Potential Predictive Factors for Breast Cancer Subtypes from a North Cyprus Cohort Analysis","More than three hundreds North Cyprus breast cancer patients with subtype information are surveyed for their demographic, reproductive, genetic, epidemiological factors. Despite the fact that our cohort differs significantly from some larger cohorts (e.g., the Breast Cancer Family Registry (BCFR) with samples from USA/Canada/Australia) in age, menopause status, age of menarche, parity, education level, oral contraceptive use, breast feeding, the distribution of breast subtypes is not significantly different. Using regularized regressions, we show that the estrogen-receptor-positive (ER+) subtype is positively related to post-menopause and negatively associated with hormone therapy; the estrogen-receptor-positive and progesterone-receptor-positive (ER+/PR+) subtype is positively associated with breast feeding, and negatively associated with hormone therapy status. On the other hand, the human epidermal growth factor 2 positive (HER2+) subtype, which itself is negatively correlated with ER+ and ER+/PR+, is positively related to having first-degree-relative with cancer, and negatively associated with post-menopause. Single and multiple regression also identify older age to be positively correlated to ER+ and ER+/PR+ subtypes, and negatively correlated to HER2+ subtype. Assuming ER+ and ER+/PR+ subtypes to have better prognostic, then post-menopause and breast-feeding are beneficial, and hormone therapy treatment is detrimental.","/content/10.1101/19010181v1?versioned=TRUE","/content/10.1101/19010181v1.full.pdf","2019-10-29","Epidemiology
","Ulgen","/highwire/citation/69772/bibtext",154,"211119-154","21/11/2019","69772"
"Gaze, Visual, Myoelectric, and Inertial Data of Grasps for Intelligent Prosthetics","Hand amputation is a highly disabling event, having severe physical and psychological repercussions on a person's life. Despite extensive efforts devoted to restoring the missing functionality via dexterous myoelectric hand prostheses, natural and robust control usable in everyday life is still challenging. Novel techniques have been proposed to overcome the current limitations, among which the fusion of surface electromyography with other sources of contextual information. We present a dataset to investigate the inclusion of eye tracking and first person video to provide more stable intent recognition for prosthetic control. This multimodal dataset contains surface electromyography and accelerometry of the forearm, and gaze, first person video, and inertial measurements of the head recorded from 15 transradial amputees and 30 able-bodied subjects performing grasping tasks. Besides the intended application for upper-limb prosthetics, we also foresee uses for this dataset to study eye-hand coordination in the context of psychophysics, neuroscience, and assistive robotics.","/content/10.1101/19010199v1?versioned=TRUE","/content/10.1101/19010199v1.full.pdf","2019-10-29","Rehabilitation Medicine and Physical Therapy
","Cognolato","/highwire/citation/69771/bibtext",155,"211119-155","21/11/2019","69771"
"Whole genome sequencing detects minimal clustering among Escherichia coli Sequence Type 131 H30 isolates collected from U.S. children's hospitals","Escherichia coli sequence type 131 H30 has garnered global attention as a dominant antimicrobial-resistant lineage of extraintestinal pathogenic E. coli, but its transmission dynamics remain undefined. We applied whole genome sequencing to identify putative transmission clusters among clinical isolates of H30 from children across the U.S. Of 126 isolates, 17 were involved in 8 putative transmission clusters; 4 clusters involved isolates with some evidence of healthcare-associated epidemiologic linkages. Geographic clustering analyses showed weak geographic clustering. These findings are consistent with a framework where within-hospital transmission is not a main contributor to the propagation of H30 in a pediatric setting.","/content/10.1101/19010140v1?versioned=TRUE","/content/10.1101/19010140v1.full.pdf","2019-10-29","Epidemiology
","Miles-Jay","/highwire/citation/69770/bibtext",156,"211119-156","21/11/2019","69770"
"Clinical Laboratory Validation and Implementation of Quantitative, Real-Time PCR-based Monitoring of NPM1 Type A Mutation","NPM1 is frequently mutated in acute myeloid leukemia (AML) and the mutations consist of a variety of small insertions; the most common NPM1 mutation (ie, Type A) accounts for approximately 80% of all NPM1 mutations. NPM1 mutations have been reported to have prognostic significance in AML and, more recently, monitoring mutant NPM1 levels during and after therapy has been described to predict relapse and survival. Despite the published relevance of this molecular biomarker, routine residual disease monitoring for mutant NPM1 levels has not been widely adopted in many academic clinical laboratories. In this manuscript, we present the validation and implementation of a quantitative, real-time PCR-based method for the monitoring of NPM1 Type A mutant transcripts, for use in routine practice in a clinical laboratory. We have found that this assay format is sensitive and reproducible. We describe the rigorous validation procedure and share observations that will help other clinical laboratories that may wish to implement this type of testing. We show comparison of the results from this assay to other assays and a representative case is provided which highlights the utility of the findings from this assay. Taken together, in the context of molecular testing for residual disease in AML, which is an area of practice that continues to expand, we have found that this method and protocol will serve as an appropriate option for monitoring NPM1 Type A mutation levels in clinical practice.","/content/10.1101/19010124v1?versioned=TRUE","/content/10.1101/19010124v1.full.pdf","2019-10-29","Genetic and Genomic Medicine
","Racchumi","/highwire/citation/69766/bibtext",157,"211119-157","21/11/2019","69766"
"Awareness and knowledge of interventional radiology among medical students at an Indian institution","Purpose:
Interventional radiology (IR) is a novel and evolving sub-specialty that encompasses image guided diagnostic and therapeutic procedures. With the advent of new imaging techniques and an increasing demand of minimally invasive procedures, IR continues to grow as a core component in medical and surgical therapeutics. Radiology teaching is a part of medical undergraduate curriculum; however, the medical undergraduate cohort lacks exposure to IR principles, methods and techniques.
The purpose of this study is to determine the knowledge and awareness of IR among medical students in a single university in India. 
 
Materials and Methods:
Electronic anonymous surveys were sent to 350 medical students of Pt. JNM Medical College, Raipur, India. Each survey comprised of questions assessing knowledge and exposure to IR. A total of 70 students (20%) responded. 
 
Results:
85.7% of respondents positively reported that radiologists have a role in diagnostic as well as therapeutic interventions, however, 60%  students cited a very poor/poor knowledge of IR. A larger part, 91.5%, stated that they would be interested in IR based teaching delivered as a part of their undergraduate teaching program.  Those who knew at least one interventional radiology technique were 1.51 (95% CI: 1.02 - 2.22; p < 0.05) times more likely to be considering it as a career. 
 
Conclusion:
Medical Students demonstrate a poor knowledge of IR. This corresponds to a limited and inconsistent exposure to IR in medical schools. The study suggests that there is a need to deliver an  IR based curriculum in medical undergraduate teaching in India.","/content/10.1101/19010066v1?versioned=TRUE","/content/10.1101/19010066v1.full.pdf","2019-10-29","Medical Education
","Agrawal","/highwire/citation/69762/bibtext",158,"211119-158","21/11/2019","69762"
